age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,37,United-States,>50K
30,Private,Some-college,10,Divorced,Other-service,Other-relative,White,Male,39,United-States,<=50K
22,State-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,29,United-States,<=50K
54,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K
18,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,61,China,<=50K
41,Private,Some-college,11,Never-married,Adm-clerical,Other-relative,White,Male,36,United-States,<=50K
36,Private,11th,7,Divorced,Craft-repair,Unmarried,White,Female,14,United-States,<=50K
22,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,38,United-States,<=50K
18,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,41,United-States,>50K
44,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,53,United-States,>50K
43,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,37,United-States,<=50K
24,Federal-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,20,United-States,<=50K
64,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
32,?,Assoc-voc,11,Divorced,?,Not-in-family,White,Female,45,United-States,<=50K
26,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,29,United-States,<=50K
66,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,59,United-States,<=50K
71,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,36,United-States,<=50K
40,Self-emp-not-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,39,United-States,<=50K
55,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
27,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,37,United-States,>50K
57,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,>50K
24,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Female,38,United-States,<=50K
63,Private,Bachelors,14,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,>50K
40,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,37,United-States,<=50K
32,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Female,39,United-States,<=50K
56,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,37,United-States,>50K
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,20,United-States,<=50K
28,?,Bachelors,14,Never-married,?,Not-in-family,Black,Male,33,United-States,<=50K
56,?,5th-6th,3,Never-married,?,Other-relative,White,Female,37,United-States,<=50K
39,?,Bachelors,14,Never-married,?,Own-child,Asian-Pac-Islander,Male,37,England,<=50K
21,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,18,United-States,<=50K
18,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
23,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,62,United-States,<=50K
41,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Male,38,United-States,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,57,United-States,<=50K
34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Female,38,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,40,England,>50K
33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,37,United-States,<=50K
18,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Female,34,United-States,<=50K
64,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,39,United-States,<=50K
22,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,51,United-States,>50K
23,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,38,United-States,<=50K
30,Private,Some-college,11,Never-married,Adm-clerical,Not-in-family,Black,Male,35,United-States,<=50K
48,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K
25,Private,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,63,United-States,<=50K
42,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,19,United-States,<=50K
31,Private,Some-college,11,Divorced,Other-service,Unmarried,White,Female,36,United-States,<=50K
42,Private,Some-college,11,Widowed,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
19,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
38,Private,11th,7,Divorced,Exec-managerial,Unmarried,White,Male,36,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K
18,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,37,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Female,38,England,<=50K
43,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,<=50K
35,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,41,United-States,<=50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Female,26,United-States,<=50K
43,?,10th,6,Never-married,?,Not-in-family,White,Male,9,United-States,<=50K
43,Private,Bachelors,14,Never-married,Sales,Own-child,White,Male,60,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,<=50K
63,Local-gov,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,37,United-States,<=50K
47,Local-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,44,United-States,>50K
43,Private,Bachelors,14,Never-married,Priv-house-serv,Not-in-family,White,Male,30,United-States,<=50K
53,Self-emp-not-inc,9th,5,Never-married,Prof-specialty,Not-in-family,White,Male,43,United-States,<=50K
28,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,Black,Male,37,United-States,<=50K
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,>50K
41,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,19,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,36,United-States,<=50K
66,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,38,United-States,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,59,United-States,>50K
22,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,38,United-States,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,45,United-States,<=50K
33,Self-emp-inc,Some-college,11,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,10,Vietnam,<=50K
27,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,23,Nicaragua,<=50K
47,Private,Some-college,11,Never-married,Craft-repair,Own-child,White,Female,38,United-States,<=50K
52,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K
40,Private,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,28,?,<=50K
22,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,38,United-States,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,37,United-States,<=50K
20,Private,Bachelors,13,Widowed,Other-service,Own-child,White,Male,64,United-States,<=50K
27,Local-gov,11th,8,Married-civ-spouse,Prof-specialty,Husband,White,Female,19,United-States,<=50K
39,Private,Masters,14,Divorced,Machine-op-inspct,Not-in-family,White,Male,54,United-States,>50K
47,Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Male,17,United-States,>50K
36,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,14,United-States,<=50K
49,?,Some-college,11,Divorced,?,Unmarried,White,Female,29,United-States,<=50K
27,Private,Some-college,11,Separated,Sales,Unmarried,White,Female,9,United-States,<=50K
52,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Female,40,United-States,<=50K
52,Private,Some-college,11,Never-married,Sales,Not-in-family,White,Male,37,United-States,<=50K
56,Private,Masters,14,Never-married,Sales,Other-relative,White,Male,5,United-States,<=50K
43,Self-emp-not-inc,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,>50K
65,Self-emp-not-inc,Doctorate,15,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,>50K
35,Local-gov,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,White,Male,33,United-States,>50K
50,Private,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,55,United-States,>50K
80,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,38,Mexico,<=50K
35,Self-emp-not-inc,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,40,United-States,<=50K
32,Private,Bachelors,14,Married-civ-spouse,Transport-moving,Husband,White,Male,39,United-States,>50K
49,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,53,United-States,>50K
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,<=50K
32,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,43,United-States,<=50K
28,Local-gov,11th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,<=50K
23,Private,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,77,United-States,>50K
31,?,Masters,14,Never-married,?,Own-child,White,Male,5,United-States,<=50K
26,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,27,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,81,United-States,>50K
48,State-gov,Masters,14,Married-civ-spouse,Other-service,Wife,White,Male,52,United-States,>50K
30,Private,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,10,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,>50K
20,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,53,United-States,>50K
56,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,>50K
28,Self-emp-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,78,United-States,<=50K
38,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,83,United-States,>50K
42,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,39,United-States,<=50K
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,61,United-States,<=50K
30,Private,12th,8,Never-married,Craft-repair,Own-child,White,Male,38,?,<=50K
45,Federal-gov,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,31,United-States,<=50K
27,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,45,India,<=50K
33,State-gov,7th-8th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,39,Iran,>50K
38,?,Bachelors,14,Never-married,?,Own-child,White,Male,37,England,<=50K
26,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,33,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,South,<=50K
53,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,35,United-States,<=50K
35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,52,United-States,>50K
30,?,HS-grad,9,Never-married,?,Not-in-family,White,Female,54,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,37,United-States,<=50K
65,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
23,Private,Bachelors,14,Never-married,Sales,Own-child,White,Male,37,United-States,<=50K
25,Private,Bachelors,14,Divorced,Other-service,Unmarried,White,Female,52,United-States,<=50K
17,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K
35,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,36,United-States,>50K
50,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Female,37,United-States,<=50K
33,Private,10th,6,Widowed,Sales,Unmarried,Asian-Pac-Islander,Male,50,South,<=50K
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,36,Japan,>50K
35,Self-emp-not-inc,Some-college,11,Married-civ-spouse,Sales,Husband,White,Male,53,United-States,<=50K
17,?,Some-college,10,Never-married,?,Not-in-family,Black,Male,39,United-States,<=50K
52,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,38,United-States,<=50K
43,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,54,United-States,<=50K
25,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,38,United-States,>50K
35,Private,Some-college,11,Divorced,Exec-managerial,Unmarried,Black,Female,30,United-States,<=50K
46,Self-emp-not-inc,7th-8th,5,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,36,South,<=50K
21,Private,Bachelors,8,Separated,Other-service,Unmarried,Black,Male,20,United-States,<=50K
51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,25,Germany,<=50K
55,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
49,Private,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,57,United-States,<=50K
56,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K
52,Self-emp-not-inc,Bachelors,13,Separated,Craft-repair,Unmarried,White,Male,41,United-States,<=50K
18,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,39,United-States,<=50K
21,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,United-States,>50K
40,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,43,United-States,<=50K
27,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,52,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,<=50K
61,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,?,<=50K
22,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Female,37,United-States,>50K
54,Without-pay,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Female,51,United-States,>50K
57,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Female,37,United-States,>50K
52,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Female,17,United-States,<=50K
23,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Female,37,England,>50K
28,Private,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Female,53,United-States,>50K
41,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35,United-States,<=50K
69,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,32,United-States,<=50K
44,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,United-States,<=50K
34,Private,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,23,United-States,>50K
22,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
31,Private,10th,6,Never-married,Other-service,Own-child,White,Male,31,United-States,<=50K
56,Private,11th,7,Divorced,Sales,Unmarried,White,Male,44,United-States,<=50K
19,Self-emp-not-inc,Some-college,10,Divorced,Sales,Unmarried,Black,Male,31,United-States,<=50K
19,Federal-gov,Some-college,11,Divorced,Protective-serv,Not-in-family,White,Male,36,United-States,<=50K
40,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,>50K
28,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,22,Mexico,<=50K
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,>50K
56,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,39,United-States,<=50K
24,State-gov,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,51,United-States,>50K
32,Private,1st-4th,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,39,United-States,>50K
24,Private,Prof-school,15,Never-married,Sales,Not-in-family,White,Female,60,United-States,<=50K
82,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,53,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,29,United-States,<=50K
38,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,22,United-States,<=50K
41,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,37,United-States,>50K
56,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,39,United-States,<=50K
48,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,37,United-States,<=50K
42,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,39,United-States,<=50K
36,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,41,United-States,<=50K
56,Private,Bachelors,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
33,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,38,United-States,>50K
27,Private,Assoc-voc,11,Never-married,Sales,Unmarried,White,Male,50,United-States,>50K
